ABM                                                                                                                             ,INDEX                  ,         9
ORDS_METADATA                                                                                                                   ,PACKAGE BODY           ,        13
ORDS_METADATA                                                                                                                   ,PROCEDURE              ,         1
ORDS_METADATA                                                                                                                   ,SEQUENCE               ,         1
ORDS_METADATA                                                                                                                   ,SYNONYM                ,        14
ORDS_METADATA                                                                                                                   ,TABLE                  ,        28
ORDS_METADATA                                                                                                                   ,TRIGGER                ,        28
ORDS_METADATA                                                                                                                   ,TYPE                   ,        20
ORDS_METADATA                                                                                                                   ,TYPE BODY              ,         6
ORDS_METADATA                                                                                                                   ,VIEW                   ,        30
OSM                                                                                                                             ,INDEX                  ,       563
OSM                                                                                                                             ,LOB                    ,         1
OSM                                                                                                                             ,PACKAGE                ,         2
OSM                                                                                                                             ,PACKAGE BODY           ,         2
OSM                                                                                                                             ,SEQUENCE               ,        85
OSM                                                                                                                             ,TABLE                  ,       219
OSM                                                                                                                             ,TABLE PARTITION        ,         2
OSM                                                                                                                             ,VIEW                   ,       217
OTA                                                                                                                             ,INDEX                  ,       386
OTA                                                                                                                             ,LOB                    ,         8
OTA                                                                                                                             ,PACKAGE                ,         2
OTA                                                                                                                             ,PACKAGE BODY           ,         2
OTA                                                                                                                             ,SEQUENCE               ,        93
OTA                                                                                                                             ,TABLE                  ,       136
OTA                                                                                                                             ,VIEW                   ,       132
OWBRT_SYS                                                                                                                       ,INDEX                  ,         2
OWBRT_SYS                                                                                                                       ,TABLE                  ,         2
OWBRT_SYS                                                                                                                       ,VIEW                   ,         1
OZF                                                                                                                             ,INDEX                  ,       479
OZF                                                                                                                             ,LOB                    ,         6
OZF                                                                                                                             ,PACKAGE                ,         2
OZF                                                                                                                             ,PACKAGE BODY           ,         2
OZF                                                                                                                             ,SEQUENCE               ,       154
OZF                                                                                                                             ,TABLE                  ,       213
OZF                                                                                                                             ,VIEW                   ,       204
PA                                                                                                                              ,INDEX                  ,      1483
PA                                                                                                                              ,LOB                    ,         6
PA                                                                                                                              ,PACKAGE                ,         2
PA                                                                                                                              ,PACKAGE BODY           ,         2
PA                                                                                                                              ,SEQUENCE               ,       242
PA                                                                                                                              ,SYNONYM                ,         6
PA                                                                                                                              ,TABLE                  ,       833
PA                                                                                                                              ,TABLE PARTITION        ,         2
PA                                                                                                                              ,VIEW                   ,       687
PA2                                                                                                                             ,SEQUENCE               ,        45
PA3                                                                                                                             ,SEQUENCE               ,        45
PA4                                                                                                                             ,SEQUENCE               ,        45
PA5                                                                                                                             ,SEQUENCE               ,        45
PA6                                                                                                                             ,SEQUENCE               ,        45
PENSION                                                                                                                         ,DATABASE LINK          ,         9
PENSION                                                                                                                         ,FUNCTION               ,         7
PENSION                                                                                                                         ,INDEX                  ,       196
PENSION                                                                                                                         ,PACKAGE                ,        31
PENSION                                                                                                                         ,PACKAGE BODY           ,        27
PENSION                                                                                                                         ,PROCEDURE              ,        54
PENSION                                                                                                                         ,SEQUENCE               ,        12
PENSION                                                                                                                         ,SYNONYM                ,        25
PENSION                                                                                                                         ,TABLE                  ,       347
PENSION                                                                                                                         ,VIEW                   ,        40
PERFSTAT                                                                                                                        ,FUNCTION               ,         3
PERFSTAT                                                                                                                        ,INDEX                  ,        68
PERFSTAT                                                                                                                        ,PACKAGE                ,         1
PERFSTAT                                                                                                                        ,PACKAGE BODY           ,         1
PERFSTAT                                                                                                                        ,SEQUENCE               ,         1
PERFSTAT                                                                                                                        ,SYNONYM                ,         1
PERFSTAT                                                                                                                        ,TABLE                  ,        68
PJI                                                                                                                             ,INDEX                  ,       127
PJI                                                                                                                             ,INDEX PARTITION        ,        90
PJI                                                                                                                             ,PACKAGE                ,         2
PJI                                                                                                                             ,PACKAGE BODY           ,         2
PJI                                                                                                                             ,SEQUENCE               ,         4
PJI                                                                                                                             ,TABLE                  ,       135
PJI                                                                                                                             ,TABLE PARTITION        ,       199
PJI                                                                                                                             ,VIEW                   ,       112
PJM                                                                                                                             ,INDEX                  ,        31
PJM                                                                                                                             ,PACKAGE                ,         2
PJM                                                                                                                             ,PACKAGE BODY           ,         2
PJM                                                                                                                             ,SEQUENCE               ,         1
PJM                                                                                                                             ,TABLE                  ,        30
PJM                                                                                                                             ,VIEW                   ,        30
PMI                                                                                                                             ,INDEX                  ,         7
PMI                                                                                                                             ,PACKAGE                ,         2
PMI                                                                                                                             ,PACKAGE BODY           ,         2
PMI                                                                                                                             ,TABLE                  ,         8
PMI                                                                                                                             ,VIEW                   ,         8
PN                                                                                                                              ,INDEX                  ,       395
PN                                                                                                                              ,PACKAGE                ,         2
PN                                                                                                                              ,PACKAGE BODY           ,         2
PN                                                                                                                              ,SEQUENCE               ,       132
PN                                                                                                                              ,TABLE                  ,       137
PN                                                                                                                              ,VIEW                   ,       137
PO                                                                                                                              ,EVALUATION CONTEXT     ,         1
PO                                                                                                                              ,INDEX                  ,       906
PO                                                                                                                              ,LOB                    ,        14
PO                                                                                                                              ,PACKAGE                ,         2
PO                                                                                                                              ,PACKAGE BODY           ,         2
PO                                                                                                                              ,QUEUE                  ,         2
PO                                                                                                                              ,RULE                   ,         1
PO                                                                                                                              ,RULE SET               ,         3
PO                                                                                                                              ,SEQUENCE               ,       178
PO                                                                                                                              ,TABLE                  ,       377
PO                                                                                                                              ,VIEW                   ,       341
POM                                                                                                                             ,PACKAGE                ,         2
POM                                                                                                                             ,PACKAGE BODY           ,         2
PON                                                                                                                             ,INDEX                  ,       233
PON                                                                                                                             ,LOB                    ,        12
PON                                                                                                                             ,PACKAGE                ,         2
PON                                                                                                                             ,PACKAGE BODY           ,         2
PON                                                                                                                             ,SEQUENCE               ,        68
PON                                                                                                                             ,TABLE                  ,       137
PON                                                                                                                             ,VIEW                   ,       137
POS                                                                                                                             ,INDEX                  ,       120
POS                                                                                                                             ,LOB                    ,         4
POS                                                                                                                             ,PACKAGE                ,         2
POS                                                                                                                             ,PACKAGE BODY           ,         2
POS                                                                                                                             ,SEQUENCE               ,        35
POS                                                                                                                             ,TABLE                  ,        62
POS                                                                                                                             ,VIEW                   ,        54
PRODBIP_BIPLATFORM                                                                                                              ,INDEX                  ,       328
PRODBIP_BIPLATFORM                                                                                                              ,LOB                    ,        60
PRODBIP_BIPLATFORM                                                                                                              ,SEQUENCE               ,        19
PRODBIP_BIPLATFORM                                                                                                              ,TABLE                  ,       149
PRODBIP_BIPLATFORM                                                                                                              ,TRIGGER                ,         1
PRODBIP_BIPLATFORM                                                                                                              ,VIEW                   ,         6
PRODBIP_IAU                                                                                                                     ,INDEX                  ,       280
PRODBIP_IAU                                                                                                                     ,LOB                    ,       224
PRODBIP_IAU                                                                                                                     ,PACKAGE                ,         2
PRODBIP_IAU                                                                                                                     ,PACKAGE BODY           ,         2
PRODBIP_IAU                                                                                                                     ,SEQUENCE               ,         1
PRODBIP_IAU                                                                                                                     ,SYNONYM                ,         5
PRODBIP_IAU                                                                                                                     ,TABLE                  ,        31
PRODBIP_IAU                                                                                                                     ,TYPE                   ,         3
PRODBIP_IAU_APPEND                                                                                                              ,SYNONYM                ,        34
PRODBIP_IAU_VIEWER                                                                                                              ,SYNONYM                ,        33
PRODBIP_IAU_VIEWER                                                                                                              ,VIEW                   ,         4
PRODBIP_MDS                                                                                                                     ,INDEX                  ,        44
PRODBIP_MDS                                                                                                                     ,LOB                    ,         3
PRODBIP_MDS                                                                                                                     ,PACKAGE                ,         5
PRODBIP_MDS                                                                                                                     ,PACKAGE BODY           ,         5
PRODBIP_MDS                                                                                                                     ,SEQUENCE               ,         4
PRODBIP_MDS                                                                                                                     ,TABLE                  ,        16
PRODBIP_MDS                                                                                                                     ,TYPE                   ,         2
PRODBIP_OPSS                                                                                                                    ,INDEX                  ,       521
PRODBIP_OPSS                                                                                                                    ,LOB                    ,         1
PRODBIP_OPSS                                                                                                                    ,SEQUENCE               ,         4
PRODBIP_OPSS                                                                                                                    ,TABLE                  ,       174
PRODBIP_STB                                                                                                                     ,INDEX                  ,         6
PRODBIP_STB                                                                                                                     ,LOB                    ,         3
PRODBIP_STB                                                                                                                     ,TABLE                  ,         2
PRODBIP_WLS                                                                                                                     ,INDEX                  ,        52
PRODBIP_WLS                                                                                                                     ,LOB                    ,        23
PRODBIP_WLS                                                                                                                     ,SEQUENCE               ,         5
PRODBIP_WLS                                                                                                                     ,TABLE                  ,        40
PRODBIP_WLS                                                                                                                     ,TRIGGER                ,         5
PRODBIP_WLS_RUNTIME                                                                                                             ,INDEX                  ,         1
PRODBIP_WLS_RUNTIME                                                                                                             ,TABLE                  ,         1
PRP                                                                                                                             ,INDEX                  ,        70
PRP                                                                                                                             ,LOB                    ,         1
PRP                                                                                                                             ,PACKAGE                ,         2
PRP                                                                                                                             ,PACKAGE BODY           ,         2
PRP                                                                                                                             ,SEQUENCE               ,        30
PRP                                                                                                                             ,TABLE                  ,        35
PRP                                                                                                                             ,VIEW                   ,        35
PSA                                                                                                                             ,INDEX                  ,        25
PSA                                                                                                                             ,LOB                    ,         1
PSA                                                                                                                             ,PACKAGE                ,         2
PSA                                                                                                                             ,PACKAGE BODY           ,         2
PSA                                                                                                                             ,SEQUENCE               ,        10
PSA                                                                                                                             ,TABLE                  ,        37
PSA                                                                                                                             ,VIEW                   ,        32
PSP                                                                                                                             ,INDEX                  ,       241
PSP                                                                                                                             ,LOB                    ,         1
PSP                                                                                                                             ,PACKAGE                ,         2
PSP                                                                                                                             ,PACKAGE BODY           ,         2
PSP                                                                                                                             ,SEQUENCE               ,        49
PSP                                                                                                                             ,TABLE                  ,       124
PSP                                                                                                                             ,VIEW                   ,       122
PUBLIC                                                                                                                          ,DATABASE LINK          ,         4
PUBLIC                                                                                                                          ,SYNONYM                ,     12889
PV                                                                                                                              ,INDEX                  ,       206
PV                                                                                                                              ,PACKAGE                ,         2
PV                                                                                                                              ,PACKAGE BODY           ,         2
PV                                                                                                                              ,SEQUENCE               ,        66
PV                                                                                                                              ,TABLE                  ,        85
PV                                                                                                                              ,VIEW                   ,        85
QA                                                                                                                              ,INDEX                  ,       130
QA                                                                                                                              ,LOB                    ,         1
QA                                                                                                                              ,PACKAGE                ,         2
QA                                                                                                                              ,PACKAGE BODY           ,         2
QA                                                                                                                              ,SEQUENCE               ,        41
QA                                                                                                                              ,TABLE                  ,        75
QA                                                                                                                              ,VIEW                   ,        70
QOT                                                                                                                             ,PACKAGE                ,         2
QOT                                                                                                                             ,PACKAGE BODY           ,         2
QP                                                                                                                              ,INDEX                  ,       282
QP                                                                                                                              ,LOB                    ,         2
QP                                                                                                                              ,PACKAGE                ,         2
QP                                                                                                                              ,PACKAGE BODY           ,         2
QP                                                                                                                              ,SEQUENCE               ,        54
QP                                                                                                                              ,TABLE                  ,       127
QP                                                                                                                              ,VIEW                   ,       107
QPR                                                                                                                             ,INDEX                  ,       148
QPR                                                                                                                             ,LOB                    ,        10
QPR                                                                                                                             ,PACKAGE                ,         2
QPR                                                                                                                             ,PACKAGE BODY           ,         2
QPR                                                                                                                             ,SEQUENCE               ,        59
QPR                                                                                                                             ,TABLE                  ,        76
QPR                                                                                                                             ,VIEW                   ,        76
QRM                                                                                                                             ,INDEX                  ,        19
QRM                                                                                                                             ,PACKAGE                ,         2
QRM                                                                                                                             ,PACKAGE BODY           ,         2
QRM                                                                                                                             ,SEQUENCE               ,         1
QRM                                                                                                                             ,TABLE                  ,        13
QRM                                                                                                                             ,VIEW                   ,        13
RAVI                                                                                                                            ,SEQUENCE               ,        13
RAVI                                                                                                                            ,SYNONYM                ,         2
REMOTE_SCHEDULER_AGENT                                                                                                          ,FUNCTION               ,         1
REMOTE_SCHEDULER_AGENT                                                                                                          ,PROCEDURE              ,        12
RESQ                                                                                                                            ,INDEX                  ,        39
RESQ                                                                                                                            ,JAVA CLASS             ,         2
RESQ                                                                                                                            ,JAVA SOURCE            ,         1
RESQ                                                                                                                            ,PACKAGE                ,        11
RESQ                                                                                                                            ,PACKAGE BODY           ,        11
RESQ                                                                                                                            ,SEQUENCE               ,        19
RESQ                                                                                                                            ,SYNONYM                ,       167
RESQ                                                                                                                            ,TABLE                  ,        34
RESQ                                                                                                                            ,TYPE                   ,         1
RESQ                                                                                                                            ,VIEW                   ,        51
RG                                                                                                                              ,INDEX                  ,        88
RG                                                                                                                              ,LOB                    ,         4
RG                                                                                                                              ,PACKAGE                ,         2
RG                                                                                                                              ,PACKAGE BODY           ,         2
RG                                                                                                                              ,SEQUENCE               ,        26
RG                                                                                                                              ,TABLE                  ,        44
RG                                                                                                                              ,VIEW                   ,        44
RGK                                                                                                                             ,PACKAGE                ,         2
RGK                                                                                                                             ,PACKAGE BODY           ,         2
RGK                                                                                                                             ,SYNONYM                ,       755
RLM                                                                                                                             ,INDEX                  ,        37
RLM                                                                                                                             ,LOB                    ,         1
RLM                                                                                                                             ,PACKAGE                ,         2
RLM                                                                                                                             ,PACKAGE BODY           ,         2
RLM                                                                                                                             ,SEQUENCE               ,        12
RLM                                                                                                                             ,TABLE                  ,        17
RLM                                                                                                                             ,VIEW                   ,        14
RRS                                                                                                                             ,INDEX                  ,        80
RRS                                                                                                                             ,LOB                    ,        13
RRS                                                                                                                             ,PACKAGE                ,         2
RRS                                                                                                                             ,PACKAGE BODY           ,         2
RRS                                                                                                                             ,SEQUENCE               ,        12
RRS                                                                                                                             ,TABLE                  ,        44
RRS                                                                                                                             ,VIEW                   ,        39
SCOTT                                                                                                                           ,DATABASE LINK          ,         1
SCOTT                                                                                                                           ,FUNCTION               ,         2
SCOTT                                                                                                                           ,INDEX                  ,        31
SCOTT                                                                                                                           ,JAVA CLASS             ,       274
SCOTT                                                                                                                           ,JAVA RESOURCE          ,        34
SCOTT                                                                                                                           ,LOB                    ,         1
SCOTT                                                                                                                           ,PACKAGE                ,        10
SCOTT                                                                                                                           ,PACKAGE BODY           ,         3
SCOTT                                                                                                                           ,PROCEDURE              ,         6
SCOTT                                                                                                                           ,SEQUENCE               ,         9
SCOTT                                                                                                                           ,SYNONYM                ,         2
SCOTT                                                                                                                           ,TABLE                  ,       157
SCOTT                                                                                                                           ,TYPE                   ,         3
SCOTT                                                                                                                           ,VIEW                   ,         4
SI_INFORMTN_SCHEMA                                                                                                              ,SYNONYM                ,         8
SQLTXADMIN                                                                                                                      ,PACKAGE                ,        17
SQLTXADMIN                                                                                                                      ,PACKAGE BODY           ,        17
SQLTXADMIN                                                                                                                      ,SYNONYM                ,       247
SQLTXADMIN                                                                                                                      ,VIEW                   ,       105
SQLTXPLAIN                                                                                                                      ,INDEX                  ,       247
SQLTXPLAIN                                                                                                                      ,LOB                    ,        98
SQLTXPLAIN                                                                                                                      ,PROCEDURE              ,         1
SQLTXPLAIN                                                                                                                      ,SEQUENCE               ,        12
SQLTXPLAIN                                                                                                                      ,SYNONYM                ,        17
